vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_CNG,fuel_type_Diesel,fuel_type_LPG,fuel_type_Petrol,transmission_type_Automatic,transmission_type_Manual
9,96888,22.32,1582,126.3,5,550000,1,0,0,0,1,0,0,1,0
3,12000,17.1,1496,105.5,5,1275000,1,0,0,0,0,0,1,0,1
2,57000,23,1498,98.96,5,900000,0,1,0,0,1,0,0,0,1
10,67000,20.36,1197,78.9,5,325000,1,0,0,0,0,0,1,0,1
4,39000,17.01,1591,121.3,5,790000,1,0,0,0,0,0,1,1,0
2,35000,23.95,998,67.05,5,380000,0,1,0,0,0,0,1,0,1
4,50000,16.5,1493,70,7,775000,1,0,0,0,1,0,0,0,1
5,85000,19.67,1582,126.2,5,1040000,1,0,0,0,1,0,0,0,1
4,20000,21.4,1197,83.1,5,548000,0,1,0,0,0,0,1,0,1
3,40000,24.3,1248,88.5,5,920000,0,1,0,0,1,0,0,0,1
4,75823,28.4,1248,74,5,635000,1,0,0,0,1,0,0,0,1
4,89000,22.54,1396,88.73,5,690000,1,0,0,0,1,0,0,0,1
6,90000,22.54,1396,88.73,5,700000,0,1,0,0,1,0,0,0,1
7,60000,16.47,1198,74,5,312000,0,1,0,0,0,0,1,0,1
4,38731,20.73,1373,91.1,5,765000,1,0,0,0,0,0,1,0,1
5,54000,26,1498,98.6,5,750000,1,0,0,0,1,0,0,0,1
3,39852,28.4,1248,74,5,725000,1,0,0,0,1,0,0,0,1
11,83000,16.1,1197,85,5,335000,1,0,0,0,0,0,1,0,1
4,32940,24.3,1248,88.5,5,875000,1,0,0,0,1,0,0,0,1
4,77000,20.14,1498,88,5,600000,0,1,0,0,1,0,0,0,1
5,95500,24.3,1248,88.5,5,725000,1,0,0,0,1,0,0,0,1
6,80000,22.54,1396,88.73,5,520000,0,1,0,0,1,0,0,0,1
5,80000,21.21,1197,81.8,5,390000,0,1,0,0,0,0,1,0,1
2,20000,27.39,1248,74,5,750000,0,1,0,0,1,0,0,0,1
6,48000,27.62,793,47,5,475000,1,0,0,0,1,0,0,0,1
2,20410,17,1497,118,5,1140000,1,0,0,0,0,0,1,0,1
5,77185,20.73,1373,91.1,5,600000,1,0,0,0,0,0,1,0,1
9,79433,23.95,998,67.05,5,273000,1,0,0,0,0,0,1,0,1
5,50000,18.9,1197,82,5,465000,0,1,0,0,0,0,1,0,1
3,68000,27.3,1498,98.6,5,725000,0,1,0,0,1,0,0,0,1
3,30000,23.84,1199,84,5,400000,0,1,0,0,0,0,1,0,1
3,20100,22,1582,126.2,5,850000,0,1,0,0,1,0,0,0,1
5,60000,22.54,1396,88.73,5,630000,0,1,0,0,1,0,0,0,1
2,6000,18.9,1197,81.86,5,576000,1,0,0,0,0,0,1,0,1
2,17000,19.5,1199,88.76,5,595000,1,0,0,0,0,0,1,0,1
7,35000,18.6,1197,81.83,5,550000,0,1,0,0,0,0,1,0,1
6,87194,28.4,1248,74.02,5,575000,1,0,0,0,1,0,0,0,1
2,15000,25.17,799,53.3,5,380000,0,1,0,0,0,0,1,0,1
6,41953,17.21,1197,103.6,5,670000,1,0,0,0,0,0,1,1,0
6,49199,22.77,1498,98.59,5,650000,1,0,0,0,1,0,0,0,1
4,56352,28.4,1248,74.02,5,750000,1,0,0,0,1,0,0,1,0
2,12000,19.5,1199,88.76,5,670000,0,1,0,0,0,0,1,0,1
3,20000,18.6,1197,81.83,5,598000,0,1,0,0,0,0,1,0,1
6,44566,25.83,1498,99,5,580000,1,0,0,0,1,0,0,0,1
4,59934,25.5,1498,98.6,5,850000,1,0,0,0,1,0,0,0,1
3,1830,22.7,799,53.64,5,360000,1,0,0,0,0,0,1,0,1
4,25000,24.7,796,47.3,5,250000,0,1,0,0,0,0,1,0,1
10,79815,28.4,1248,74,5,400000,1,0,0,0,1,0,0,0,1
4,45000,16.1,1197,85,5,568000,1,0,0,0,0,0,1,0,1
11,60000,17,1197,80,5,350000,0,1,0,0,0,0,1,0,1
9,37453,15.6,1196,70,5,335000,1,0,0,0,0,0,1,0,1
5,86000,28.09,1248,88.5,5,640000,1,0,0,0,1,0,0,0,1
7,53000,24,1120,70,5,480000,1,0,0,0,1,0,0,0,1
5,95321,23.9,1582,126.32,5,675000,1,0,0,0,1,0,0,0,1
6,100000,28.09,1248,88.5,5,650000,0,1,0,0,1,0,0,0,1
8,51203,20.92,998,67.1,5,280000,1,0,0,0,0,0,1,0,1
3,23900,24.3,1248,88.5,5,1000000,1,0,0,0,1,0,0,0,1
14,30000,19.7,796,46.3,5,120000,0,1,0,0,0,0,1,0,1
8,110000,22.7,1498,89.84,5,549000,1,0,0,0,1,0,0,0,1
12,84251,19.2,1197,80,5,290000,1,0,0,0,0,0,1,1,0
4,28000,17,1497,121.36,5,600000,0,1,0,0,0,0,1,0,1
8,100000,22.32,1582,126.32,5,487000,0,1,0,0,1,0,0,0,1
5,60000,27.28,1047,69,5,400000,0,1,0,0,1,0,0,0,1
8,63000,21.9,1396,88.76,5,460000,1,0,0,0,1,0,0,0,1
3,25000,20.51,998,67.04,5,380000,0,1,0,0,0,0,1,0,1
3,20773,18.6,1197,81.83,5,700000,1,0,0,0,0,0,1,0,1
6,30000,22.74,796,47.3,5,255000,0,1,0,0,0,0,1,0,1
4,35668,23.95,998,67.1,5,369000,1,0,0,0,0,0,1,1,0
6,69000,22.77,1498,98.59,5,581000,1,0,0,0,1,0,0,0,1
5,70000,24,1186,73.97,5,500000,1,0,0,0,1,0,0,0,1
4,79874,28.4,1248,74.02,5,650000,1,0,0,0,1,0,0,1,0
8,70000,22.9,1248,74,5,451000,0,1,0,0,1,0,0,0,1
5,87500,25.32,1198,77,6,350000,0,1,0,0,1,0,0,0,1
8,120000,20,1399,68.1,5,230000,0,1,0,0,1,0,0,0,1
4,34996,19.4,1194,94.93,5,450000,1,0,0,0,0,0,1,0,1
3,60000,28.4,1248,74,5,650000,0,1,0,0,1,0,0,1,0
13,60000,19.2,1197,80,5,350000,1,0,0,0,0,0,1,1,0
3,9095,18.9,1197,81.86,5,579000,1,0,0,0,0,0,1,0,1
3,19026,21.5,1497,108.5,5,1000000,1,0,0,0,1,0,0,0,1
4,34834,20.73,1373,91.1,5,750000,1,0,0,0,0,0,1,0,1
4,30000,18.6,1197,81.83,5,630000,0,1,0,0,0,0,1,0,1
4,25000,24.7,1047,69,5,550000,0,1,0,0,1,0,0,0,1
2,85000,24.7,796,47.3,5,330000,0,1,0,0,0,0,1,0,1
8,65000,19.1,1197,85.8,5,350000,1,0,0,0,0,0,1,0,1
7,89755,22.7,1498,89.84,5,711000,1,0,0,0,1,0,0,0,1
9,40000,21.27,1396,88.76,5,570000,0,1,0,0,1,0,0,0,1
4,43330,21.5,1497,108.5,5,830000,1,0,0,0,1,0,0,0,1
10,60000,14.4,1598,103.6,5,385000,1,0,0,0,0,0,1,1,0
11,70000,19.7,1598,103.6,5,235000,0,1,0,0,1,0,0,0,1
8,100000,22.32,1582,126.32,5,700000,0,1,0,0,1,0,0,0,1
3,30941,23.01,999,67,5,354000,1,0,0,0,0,0,1,0,1
5,78123,17.8,1497,117.3,5,651000,1,0,0,0,0,0,1,0,1
3,6500,18.9,1197,81.86,5,480000,0,1,0,0,0,0,1,0,1
7,70000,24,1120,70,5,440000,1,0,0,0,1,0,0,0,1
5,35000,26,1498,98.6,5,1000000,0,1,0,0,1,0,0,0,1
5,96000,19.67,1582,126.2,5,1100000,0,1,0,0,1,0,0,0,1
8,85405,19.01,1461,108.45,5,410000,1,0,0,0,1,0,0,0,1
4,59819,18.16,1196,86.8,5,575000,1,0,0,0,0,0,1,0,1
4,6000,17.5,1199,88.7,5,825000,1,0,0,0,0,0,1,0,1
3,40000,28.4,1248,74.02,5,760000,0,1,0,0,1,0,0,0,1
1,1500,22.05,796,47.3,5,350000,0,1,0,0,0,0,1,0,1
4,50000,18.9,1197,81.86,5,475000,0,1,0,0,0,0,1,1,0
9,115777,23,1396,90,5,475000,1,0,0,0,1,0,0,0,1
3,33000,21.01,1197,81.8,5,730000,1,0,0,0,0,0,1,0,1
3,52865,21.66,1498,103.6,5,950000,1,0,0,0,1,0,0,1,0
3,82935,26.59,1248,74,5,750000,1,0,0,0,1,0,0,0,1
5,53000,25.2,1248,74,5,610000,0,1,0,0,1,0,0,0,1
2,20000,17,1591,121.3,5,970000,0,1,0,0,0,0,1,0,1
7,40000,20.63,1198,67,5,200000,0,1,0,0,0,0,1,0,1
5,86000,19.3,1248,73.9,5,675000,1,0,0,0,1,0,0,0,1
5,51321,21.66,1498,103.52,5,795000,1,0,0,0,1,0,0,1,0
6,56000,25.8,1498,98.6,5,510000,0,1,0,0,1,0,0,0,1
8,25000,30.46,796,47.3,5,220000,0,1,0,1,0,0,0,0,1
6,15000,18.9,1197,82,5,450000,0,1,0,0,0,0,1,0,1
6,68523,20.54,1598,103.6,5,495000,1,0,0,0,1,0,0,0,1
6,35000,15.6,1196,70.02,5,350000,0,1,0,0,0,0,1,0,1
3,25000,23.1,998,67.04,5,460000,0,1,0,0,0,0,1,0,1
6,44842,28.4,1248,74.02,5,575000,1,0,0,0,1,0,0,0,1
9,80000,22.32,1582,126.32,5,490000,0,1,0,0,1,0,0,0,1
6,76407,23.95,998,67.05,5,300000,1,0,0,0,0,0,1,0,1
3,25000,23.84,1199,84,5,400000,0,1,0,0,0,0,1,0,1
5,24000,15.29,1591,121.3,5,835000,0,1,0,0,0,0,1,0,1
6,74000,23.4,1248,74,5,550000,1,0,0,0,1,0,0,0,1
3,25000,17.19,1197,81.86,5,741000,0,1,0,0,0,0,1,0,1
3,5000,23.95,998,67.05,5,350000,0,1,0,0,0,0,1,0,1
6,30000,18.6,1197,81.83,5,550000,0,1,0,0,0,0,1,0,1
3,6752,20.3,1086,68,5,550000,1,0,0,0,0,0,1,0,1
2,12000,22.05,796,47.3,5,285000,1,0,0,0,0,0,1,0,1
4,70000,21.19,1396,88.73,5,850000,0,1,0,0,1,0,0,0,1
5,60000,19.44,1198,67,7,350000,0,1,0,0,0,0,1,0,1
3,19000,21.4,1197,83.1,5,825000,1,0,0,0,0,0,1,1,0
6,63254,25.2,1248,74,5,575000,1,0,0,0,1,0,0,0,1
4,100000,23.84,1199,84,5,300000,0,1,0,0,0,0,1,0,1
2,35000,23.7,1396,88.76,5,980000,0,1,0,0,1,0,0,0,1
6,37000,15.63,1499,110.4,5,675000,1,0,0,0,0,0,1,1,0
9,58000,18.6,1197,85.8,5,425000,0,1,0,0,0,0,1,0,1
3,20000,18.9,1197,81.86,5,525000,0,1,0,0,0,0,1,0,1
14,49251,19.7,796,46.3,5,175000,1,0,0,0,0,0,1,0,1
5,30464,23.1,998,67.04,5,469000,1,0,0,0,0,0,1,1,0
5,52000,20.85,1197,83.14,5,550000,0,1,0,0,0,0,1,0,1
7,50000,20.51,998,67.06,5,400000,0,1,0,0,0,0,1,0,1
4,60000,26.21,1248,88.5,5,650000,1,0,0,0,1,0,0,0,1
11,64616,20.36,1197,78.9,5,310000,1,0,0,0,0,0,1,0,1
5,50000,22.54,1396,88.73,5,650000,1,0,0,0,1,0,0,0,1
4,90000,20.51,998,67.04,5,320000,0,1,0,0,0,0,1,0,1
4,90000,28.4,1248,74.02,5,700000,0,1,0,0,1,0,0,0,1
2,12000,21.7,998,67,5,400000,1,0,0,0,0,0,1,0,1
6,63471,24,1120,70,5,508000,1,0,0,0,1,0,0,0,1
11,81000,20,1399,68,5,180000,1,0,0,0,1,0,0,0,1
5,110000,22.54,1396,88.73,5,600000,0,1,0,0,1,0,0,0,1
5,38000,18.15,1198,82,6,555000,1,0,0,0,0,0,1,0,1
7,40000,17.01,1591,121.3,5,625000,1,0,0,0,0,0,1,0,1
6,83563,17.01,1582,126.2,5,985000,0,0,1,0,1,0,0,1,0
3,54400,19.3,1248,73.9,5,580000,1,0,0,0,1,0,0,0,1
9,75000,19.7,796,46.3,5,222000,0,1,0,0,0,0,1,0,1
6,34235,17.8,1497,117.3,5,600000,1,0,0,0,0,0,1,0,1
5,60000,27.28,1047,69,5,330000,0,1,0,0,1,0,0,0,1
5,42037,28.4,1248,74.02,5,560000,1,0,0,0,1,0,0,0,1
5,60000,25.17,799,53.3,5,276000,0,1,0,0,0,0,1,0,1
7,61000,25.8,1498,98.6,5,425000,1,0,0,0,1,0,0,0,1
5,50000,26,1498,98.6,5,889000,1,0,0,0,1,0,0,0,1
8,50000,18.6,1197,85.8,5,475000,1,0,0,0,0,0,1,0,1
12,57313,17.92,1086,62.1,5,275000,1,0,0,0,0,0,1,0,1
8,45788,20,1399,68,5,240000,1,0,0,0,1,0,0,0,1
11,75000,19.81,1086,68.05,5,270000,1,0,0,0,0,0,1,0,1
3,80000,20.3,1199,84,5,450000,0,1,0,0,0,0,1,0,1
4,40000,20.73,1373,91.1,5,800000,0,1,0,0,0,0,1,0,1
4,60000,21,1498,74.96,7,545000,0,1,0,0,1,0,0,0,1
3,60000,22,1197,81.8,5,800000,0,1,0,0,0,0,1,0,1
2,8000,18.6,1199,88.76,5,675000,1,0,0,0,0,0,1,0,1
3,9000,23.01,999,67,5,420000,1,0,0,0,0,0,1,1,0
10,45452,15.6,1196,70,5,175000,1,0,0,0,0,0,1,0,1
4,100000,16.5,1493,70,7,710000,0,1,0,0,1,0,0,0,1
3,10000,19,1199,88.76,5,800000,1,0,0,0,0,0,1,1,0
7,62543,16.09,1598,103.2,5,621000,1,0,0,0,0,0,1,0,1
4,50000,19.12,1373,91.1,5,780000,0,1,0,0,0,0,1,1,0
11,107000,20.92,998,67.1,5,230000,0,1,0,0,0,0,1,0,1
12,72546,16.1,1298,88.2,5,295000,1,0,0,0,0,0,1,0,1
3,8977,24.04,999,67,5,490000,1,0,0,0,0,0,1,1,0
9,56702,22.32,1582,126.32,5,525000,1,0,0,0,1,0,0,0,1
4,31000,19,1199,88.7,5,745000,1,0,0,0,0,0,1,1,0
6,117089,20.14,1498,88.8,5,450000,1,0,0,0,1,0,0,0,1
4,33000,18.6,1197,81.83,5,625000,1,0,0,0,0,0,1,0,1
9,21001,20.92,998,67.1,5,265000,1,0,0,0,0,0,1,0,1
6,49700,15.04,1598,103.2,5,620000,1,0,0,0,0,0,1,0,1
4,30903,23.95,998,67.05,5,377000,1,0,0,0,0,0,1,0,1
4,60500,19.3,1248,73.9,5,620000,0,1,0,0,1,0,0,0,1
4,40000,18,1497,117.3,5,950000,0,1,0,0,0,0,1,1,0
6,45000,18.9,1197,82,5,475000,1,0,0,0,0,0,1,0,1
6,35000,20.85,1197,83.14,5,520000,0,1,0,0,0,0,1,0,1
3,35000,16.5,1493,70,7,800000,0,1,0,0,1,0,0,0,1
11,120000,17.8,1086,63,5,134000,0,1,0,0,0,1,0,0,1
9,110000,20,1399,68,5,250000,0,1,0,0,1,0,0,0,1
3,13000,22,1197,81.8,5,585000,0,1,0,0,0,0,1,0,1
10,80000,22.9,1248,74,5,350000,0,1,0,0,1,0,0,0,1
3,35000,21.66,1498,103.52,5,1090000,1,0,0,0,1,0,0,1,0
9,59100,15.6,1497,116.3,5,575000,1,0,0,0,0,0,1,1,0
4,10000,22.7,799,53.64,5,350000,0,1,0,0,0,0,1,0,1
3,25000,23.01,999,67,5,299000,0,1,0,0,0,0,1,0,1
6,41559,21.5,1197,81.8,5,350000,1,0,0,0,0,0,1,0,1
5,35000,23.95,998,67.05,5,285000,0,1,0,0,0,0,1,0,1
1,2300,25.17,799,53.3,5,375000,0,1,0,0,0,0,1,0,1
6,63000,15.8,1591,121.3,5,965000,1,0,0,0,0,0,1,0,1
6,33421,20.36,1197,78.9,5,350000,1,0,0,0,0,0,1,0,1
7,80000,22.7,1498,89.84,5,590000,1,0,0,0,1,0,0,0,1
6,56000,25.2,1248,74,5,490000,1,0,0,0,1,0,0,0,1
2,15000,21.56,1462,103.25,5,830000,0,1,0,0,0,0,1,0,1
6,55000,23.95,998,67.05,5,325000,1,0,0,0,0,0,1,0,1
5,81984,23,1396,90,5,650000,1,0,0,0,1,0,0,0,1
11,39800,16.47,1198,73.9,5,265000,0,1,0,0,0,0,1,0,1
8,72986,22.07,1199,73.9,5,500000,1,0,0,0,1,0,0,0,1
2,30000,17,1198,108.5,5,650000,0,1,0,0,0,0,1,0,1
4,27550,22.54,1396,88.73,5,783000,1,0,0,0,1,0,0,0,1
10,120000,16.47,1198,73.9,5,300000,0,1,0,0,0,0,1,0,1
7,84566,24,1186,73.97,5,360000,1,0,0,0,1,0,0,0,1
6,73255,25.2,1248,74,5,556000,1,0,0,0,1,0,0,0,1
7,60000,22.74,796,47.3,5,250000,0,1,0,0,0,0,1,0,1
10,80000,17,1497,118,5,350000,0,1,0,0,0,0,1,0,1
3,14709,24.7,796,47.3,5,380000,1,0,0,0,0,0,1,0,1
4,27000,18.16,1196,86.8,5,540000,0,1,0,0,0,0,1,0,1
5,25000,22.74,796,47.3,5,220000,0,1,0,0,0,0,1,0,1
2,60000,24.7,1047,69,5,700000,0,1,0,0,1,0,0,0,1
14,89000,18.9,998,67.1,5,185000,1,0,0,0,0,0,1,0,1
3,9000,26.82,1498,93.87,5,950000,0,1,0,0,1,0,0,0,1
11,87884,15.6,1196,70,5,180000,1,0,0,0,0,0,1,0,1
3,15000,22.5,999,68,5,365000,0,1,0,0,0,0,1,0,1
4,83000,26.32,1498,93.87,5,745000,1,0,0,0,1,0,0,0,1
2,16000,18.5,1194,94.93,5,700000,0,1,0,0,0,0,1,0,1
5,30000,18.9,1197,82,5,420000,0,1,0,0,0,0,1,0,1
9,67630,19.08,1582,126.32,5,675000,1,0,0,0,1,0,0,1,0
6,44070,17.2,1197,103.6,5,725000,1,0,0,0,0,0,1,1,0
7,10595,23.95,998,67.05,5,325000,1,0,0,0,0,0,1,1,0
17,70000,19.7,796,46.3,5,100000,0,1,0,0,0,0,1,0,1
7,36000,20.36,1197,78.9,5,345000,1,0,0,0,0,0,1,0,1
14,76366,19.7,796,46.3,5,185000,1,0,0,0,0,0,1,0,1
4,15000,20.89,1197,81.8,5,450000,0,1,0,0,0,0,1,0,1
6,44000,20.77,1248,88.76,7,775000,1,0,0,0,1,0,0,0,1
2,1500,22.27,1498,108.6,5,975000,0,1,0,0,1,0,0,0,1
8,30000,15.6,1196,70,5,325000,0,1,0,0,0,0,1,0,1
2,12000,21.56,1462,103.25,5,990000,0,1,0,0,0,0,1,0,1
3,41000,23.01,999,67,5,395000,1,0,0,0,0,0,1,0,1
2,1750,20.65,1462,103.25,5,990000,0,0,1,0,0,0,1,0,1
3,40000,24.04,999,67,5,350000,0,1,0,0,0,0,1,1,0
2,5000,18.2,1199,88.7,5,650000,0,1,0,0,0,0,1,0,1
5,45000,17.8,1497,117.3,5,800000,0,1,0,0,0,0,1,0,1
9,76000,25.47,1248,88.5,7,625000,1,0,0,0,1,0,0,0,1
2,47000,20.14,1498,88.5,5,750000,0,1,0,0,1,0,0,0,1
5,50000,24.52,1248,88.5,7,700000,0,1,0,0,1,0,0,0,1
1,3000,20.3,1086,68.07,5,380000,0,1,0,0,0,0,1,0,1
5,25000,17.8,1198,86.7,5,750000,0,1,0,0,0,0,1,0,1
1,8000,17.3,1497,121,7,950000,0,1,0,0,1,0,0,0,1
3,4000,21.4,1197,83.1,5,650000,1,0,0,0,0,0,1,1,0
5,112000,19.67,1582,126.2,5,1050000,0,1,0,0,1,0,0,0,1
4,50898,21.01,1197,81.8,5,600000,1,0,0,0,0,0,1,0,1
4,41000,20.14,1498,88.7,5,630000,1,0,0,0,1,0,0,0,1
9,40000,19.3,1248,73.9,5,460000,0,1,0,0,1,0,0,0,1
3,25000,21.4,1197,83.1,5,800000,0,1,0,0,0,0,1,1,0
10,63000,20.36,1197,78.9,5,320000,1,0,0,0,0,0,1,0,1
2,25000,23.95,998,67.05,5,431000,0,1,0,0,0,0,1,1,0
3,35575,22.54,1396,88.73,5,710000,1,0,0,0,1,0,0,0,1
4,23000,24.7,796,47.3,5,285000,1,0,0,0,0,0,1,0,1
3,21000,18.6,1197,81.86,5,795000,1,0,0,0,0,0,1,0,1
7,24000,25.2,1248,74,5,600000,0,1,0,0,1,0,0,0,1
3,31500,15.8,1591,121.3,5,1275000,1,0,0,0,0,0,1,0,1
6,110000,26.59,1248,74,5,440000,0,1,0,0,1,0,0,0,1
8,74581,23.4,1248,74,5,550000,1,0,0,0,1,0,0,0,1
2,42000,23,1498,98.96,5,1021000,1,0,0,0,1,0,0,0,1
2,6944,23.95,998,67.05,5,465000,1,0,0,0,0,0,1,0,1
7,54187,20.34,1498,103.2,5,649000,1,0,0,0,1,0,0,0,1
5,60000,16.2,1199,74,5,485000,0,1,0,0,0,0,1,0,1
7,56000,24,1120,70,5,460000,1,0,0,0,1,0,0,0,1
3,28500,28.09,1248,88.5,5,925000,1,0,0,0,1,0,0,0,1
3,75000,20.14,1498,88,5,655000,1,0,0,0,1,0,0,0,1
8,52000,20.92,998,67.1,5,260000,1,0,0,0,0,0,1,0,1
3,25000,20.3,1199,84,5,535000,0,1,0,0,0,0,1,0,1
7,48000,18.9,998,67.1,5,320000,1,0,0,0,0,0,1,0,1
4,60000,21.7,1498,98.96,5,650000,1,0,0,0,1,0,0,0,1
3,58000,19.08,1582,126.2,5,1125000,1,0,0,0,1,0,0,1,0
5,28300,20.36,1197,78.9,5,468000,1,0,0,0,0,0,1,0,1
6,90000,22.32,1582,126.32,5,685000,1,0,0,0,1,0,0,0,1
4,32000,21.01,1197,81.8,5,700000,1,0,0,0,0,0,1,0,1
3,1902,24.12,1197,88.5,5,755000,1,0,0,0,0,0,1,1,0
11,90000,17,1197,80,5,320000,0,1,0,0,0,0,1,0,1
2,40000,22.54,1396,88.76,5,700000,0,1,0,0,1,0,0,0,1
13,40000,19.7,796,46.3,5,140000,0,1,0,0,0,0,1,0,1
4,33000,23.1,998,67.04,5,460000,1,0,0,0,0,0,1,0,1
7,62338,23.95,998,67.05,5,290000,1,0,0,0,0,0,1,0,1
10,66084,20.36,1197,78.9,5,343000,1,0,0,0,0,0,1,0,1
9,79349,20.54,1598,103.6,5,530000,1,0,0,0,1,0,0,0,1
8,82000,20.36,1197,78.9,5,300000,0,1,0,0,0,0,1,0,1
5,25000,18,1497,117.3,5,790000,1,0,0,0,0,0,1,1,0
2,1700,21.56,1462,103.25,5,990000,1,0,0,0,0,0,1,0,1
4,90000,22.54,1396,88.73,5,700000,0,1,0,0,1,0,0,0,1
13,60000,17,1497,118,5,360000,0,1,0,0,0,0,1,0,1
12,78000,26.2,998,58.2,5,175000,1,0,0,0,0,1,0,0,1
5,51300,26,1498,98.6,5,880000,1,0,0,0,1,0,0,0,1
4,34000,24.3,1248,88.5,5,899000,1,0,0,0,1,0,0,0,1
5,7500,18,1198,86.7,5,650000,0,1,0,0,0,0,1,0,1
12,70582,19.81,1086,68.05,5,310000,0,1,0,0,0,0,1,0,1
10,59081,17.92,1086,62.1,5,285000,1,0,0,0,0,0,1,0,1
8,125000,20,1399,68.1,5,350000,0,1,0,0,1,0,0,0,1
3,36840,23.84,1199,84,5,425000,1,0,0,0,0,0,1,0,1
1,18489,18.24,999,108.62,5,700000,1,0,0,0,0,0,1,0,1
2,4000,18.9,1197,81.86,5,710000,1,0,0,0,0,0,1,0,1
10,60000,13.9,1799,130.3,5,380000,0,1,0,0,0,0,1,1,0
4,40000,21.4,1197,83.1,5,575000,0,1,0,0,0,0,1,0,1
3,7204,24.7,796,47.3,5,336000,1,0,0,0,0,0,1,0,1
9,35000,18.6,1197,85.8,5,395000,0,1,0,0,0,0,1,0,1
3,5000,21.63,998,67.04,5,535000,0,1,0,0,0,0,1,1,0
2,13682,21.56,1462,103.25,5,850000,1,0,0,0,0,0,1,0,1
8,101840,22.07,1199,73.9,5,450000,1,0,0,0,1,0,0,0,1
9,80000,22.9,1248,74,5,340000,0,1,0,0,1,0,0,0,1
13,20000,19.7,796,46.3,5,150000,0,1,0,0,0,0,1,0,1
6,73000,22.77,1498,98.59,5,650000,1,0,0,0,1,0,0,0,1
3,29000,21.7,1498,98.96,5,1100000,1,0,0,0,1,0,0,0,1
13,71441,17.7,1497,78,5,327000,1,0,0,0,0,0,1,0,1
5,61450,20.36,1197,78.9,5,430000,1,0,0,0,0,0,1,0,1
5,62214,24,1120,70,5,525000,1,0,0,0,1,0,0,0,1
6,74232,25.2,1248,74,5,490000,1,0,0,0,1,0,0,0,1
4,72312,24.3,1248,88.5,5,930000,1,0,0,0,1,0,0,0,1
5,58000,28.4,1248,74,5,595000,1,0,0,0,1,0,0,1,0
5,63200,20.51,998,67.04,5,375000,1,0,0,0,0,0,1,0,1
2,19000,23,1498,98.96,5,1025000,0,1,0,0,1,0,0,0,1
4,19000,17.19,1197,81.86,5,759000,1,0,0,0,0,0,1,0,1
9,50000,22.07,1199,73.9,5,380000,0,1,0,0,1,0,0,0,1
2,42000,24.52,1248,88.5,7,1050000,1,0,0,0,1,0,0,0,1
11,104433,15.6,1196,70,5,285000,1,0,0,0,0,0,1,0,1
3,49697,21.79,998,67.05,5,475000,1,0,0,0,0,0,1,1,0
6,70000,20.73,1373,91.1,5,624000,0,1,0,0,0,0,1,0,1
9,120000,22.9,1248,74,5,360000,0,1,0,0,1,0,0,0,1
4,48000,17.01,1591,121.3,5,850000,1,0,0,0,0,0,1,0,1
10,62000,15.37,1196,73,5,350000,1,0,0,0,0,0,1,0,1
4,8500,25.17,799,53.3,5,325000,0,1,0,0,0,0,1,0,1
7,43528,28.4,1248,74,5,545000,1,0,0,0,1,0,0,0,1
3,20000,24.7,796,47.3,5,260000,0,1,0,0,0,0,1,0,1
5,84000,28.4,1248,74,5,600000,1,0,0,0,1,0,0,0,1
4,33048,18.6,1197,81.83,5,630000,1,0,0,0,0,0,1,0,1
9,55380,22.9,1248,74,5,425000,1,0,0,0,1,0,0,0,1
2,9812,18.7,1199,88.7,5,770000,1,0,0,0,0,0,1,0,1
3,10000,18.6,1197,81.83,5,800000,0,1,0,0,0,0,1,0,1
5,50000,23.95,998,67.1,5,340000,1,0,0,0,0,0,1,0,1
5,63328,26.59,1248,74,5,630000,1,0,0,0,1,0,0,0,1
3,4600,22.05,796,47.3,5,280000,0,1,0,0,0,0,1,0,1
5,71900,24,1120,70,5,490000,1,0,0,0,1,0,0,0,1
3,30000,22.5,999,67,5,300000,0,1,0,0,0,0,1,0,1
6,20000,23.95,998,67.05,5,200000,0,1,0,0,0,0,1,0,1
5,52000,19.67,1582,126.2,5,975000,1,0,0,0,1,0,0,0,1
19,82000,19.7,796,46.3,5,100000,0,1,0,0,0,0,1,0,1
2,1100,23.01,999,67,5,450000,1,0,0,0,0,0,1,0,1
3,30000,20.51,998,67.04,5,440000,0,1,0,0,0,0,1,0,1
5,120000,27.39,1248,74,5,550000,0,1,0,0,1,0,0,0,1
7,38000,22.74,796,47.3,5,265000,1,0,0,0,0,0,1,0,1
9,43000,20.51,998,67.04,5,299000,1,0,0,0,0,0,1,0,1
6,50000,20.4,1197,81.8,5,420000,0,1,0,0,0,0,1,0,1
6,77000,28.09,1248,88.5,5,735000,1,0,0,0,1,0,0,0,1
11,67000,20.36,1197,78.9,5,320000,1,0,0,0,0,0,1,0,1
9,80000,20,1399,68,5,325000,0,1,0,0,1,0,0,0,1
5,50000,25.17,799,53.3,5,330000,0,1,0,0,0,0,1,0,1
10,110000,20,1399,68,5,220000,0,1,0,0,1,0,0,0,1
12,52473,20.36,1197,78.9,5,338000,1,0,0,0,0,0,1,0,1
5,35000,22.7,799,53.64,5,300000,0,1,0,0,0,0,1,0,1
7,50000,22.27,1498,108.6,5,635000,1,0,0,0,1,0,0,0,1
2,10370,17,1497,121.31,5,950000,1,0,0,0,0,0,1,0,1
7,49000,22.7,1498,89.84,5,649000,1,0,0,0,1,0,0,0,1
